manufacturer,Model,Year,horse power,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,cost of car
Oldsmobile,LSS,1999,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,2356
Ford,LTD Crown Victoria,1990,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Ford,LTD Crown Victoria,1990,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,2000
Ford,LTD Crown Victoria,1990,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,2000
Ford,LTD Crown Victoria,1990,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,2000
Ford,LTD Crown Victoria,1990,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Ford,LTD Crown Victoria,1990,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,2000
Ford,LTD Crown Victoria,1991,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,2000
Ford,LTD Crown Victoria,1991,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Ford,LTD Crown Victoria,1991,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,2000
Ford,LTD Crown Victoria,1991,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Ford,LTD Crown Victoria,1991,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,2000
Ford,LTD Crown Victoria,1991,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,2000
Ford,LTD Crown Victoria,1991,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,2000
Buick,Lucerne,2009,292.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,40205
Buick,Lucerne,2009,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,32520
Buick,Lucerne,2009,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29265
Buick,Lucerne,2009,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,35770
Buick,Lucerne,2009,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,33120
Buick,Lucerne,2009,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,35270
Buick,Lucerne,2009,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,30770
Buick,Lucerne,2009,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,34670
Buick,Lucerne,2010,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,35730
Buick,Lucerne,2010,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,30930
Buick,Lucerne,2010,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,34830
Buick,Lucerne,2010,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,33230
Buick,Lucerne,2010,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,32730
Buick,Lucerne,2010,292.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,42515
Buick,Lucerne,2010,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29230
Buick,Lucerne,2010,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,35625
Buick,Lucerne,2010,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,36230
Buick,Lucerne,2011,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29730
Buick,Lucerne,2011,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,35675
Buick,Lucerne,2011,227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,33130
Buick,Lucerne,2011,292.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,44460
Chevrolet,Lumina Minivan,1994,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,2000
Chevrolet,Lumina Minivan,1994,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Cargo Minivan,2000
Chevrolet,Lumina Minivan,1995,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,2000
Chevrolet,Lumina Minivan,1995,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Cargo Minivan,2000
Chevrolet,Lumina Minivan,1996,180.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,2000
Chevrolet,Lumina Minivan,1996,180.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Cargo Minivan,2000
Chevrolet,Lumina,1999,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2000
Chevrolet,Lumina,1999,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2000
Chevrolet,Lumina,1999,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2044
Chevrolet,Lumina,2000,175.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2100
Chevrolet,Lumina,2001,175.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18890
Lexus,LX 450,1996,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,3667
Lexus,LX 450,1997,212.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,4282
Lexus,LX 470,2005,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,65225
Lexus,LX 470,2006,275.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,67395
Lexus,LX 470,2007,268.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,67395
Lexus,LX 570,2015,383.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,83180
Lexus,LX 570,2016,383.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,88880
Lexus,LX 570,2017,383.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,89380
Mercedes-Benz,M-Class,2013,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,51270
Mercedes-Benz,M-Class,2013,518.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,96100
Mercedes-Benz,M-Class,2013,402.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,58800
Mercedes-Benz,M-Class,2013,302.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,49770
Mercedes-Benz,M-Class,2013,302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,47270
Mercedes-Benz,M-Class,2014,518.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,97250
Mercedes-Benz,M-Class,2014,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,51790
Mercedes-Benz,M-Class,2014,302.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,50290
Mercedes-Benz,M-Class,2014,402.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,59450
Mercedes-Benz,M-Class,2014,302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,47790
Mercedes-Benz,M-Class,2015,329.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,62900
Mercedes-Benz,M-Class,2015,302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,48300
Mercedes-Benz,M-Class,2015,518.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,98400
Mercedes-Benz,M-Class,2015,302.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,50800
BMW,M2,2016,365.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,51700
BMW,M2,2017,365.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,51700
Infiniti,M30,1990,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,2000
Infiniti,M30,1991,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,2000
Infiniti,M30,1991,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,2000
Infiniti,M30,1992,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,2000
Infiniti,M30,1992,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,2000
Infiniti,M35,2008,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,43900
Infiniti,M35,2008,275.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,45650
Infiniti,M35,2009,303.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,45800
Infiniti,M35,2009,275.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,47950
Infiniti,M35,2010,303.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,45800
Infiniti,M35,2010,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,47950
Infiniti,M37,2011,330.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,49200
Infiniti,M37,2011,330.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,47050
BMW,M3,2015,425.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,62000
BMW,M3,2016,425.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,63500
BMW,M3,2017,425.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,64000
BMW,M4 GTS,2016,493.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,133205
Infiniti,M45,2008,325.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,50250
Infiniti,M45,2008,325.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,52750
Infiniti,M45,2009,325.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,52150
Infiniti,M45,2009,325.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,54650
Infiniti,M45,2010,325.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,54650
Infiniti,M45,2010,325.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,52150
BMW,M4,2015,425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,64200
BMW,M4,2015,425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,72500
BMW,M4,2016,425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,74200
BMW,M4,2016,425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,65700
BMW,M4,2017,425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,74700
BMW,M4,2017,425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,66200
Infiniti,M56,2011,420.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,60950
Infiniti,M56,2011,420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,58450
BMW,M5,2014,552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,92900
BMW,M5,2015,560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,93600
BMW,M5,2016,560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,94100
BMW,M6 Gran Coupe,2015,560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,115700
BMW,M6 Gran Coupe,2016,552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,117200
BMW,M6 Gran Coupe,2017,560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,117500
BMW,M6,2015,560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Convertible,118200
BMW,M6,2015,560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,111900
BMW,M6,2016,552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Convertible,119700
BMW,M6,2016,552.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,113400
BMW,M6,2017,560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,113700
BMW,M6,2017,560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Convertible,120000
Porsche,Macan,2015,400.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,4dr SUV,72300
Porsche,Macan,2015,340.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,4dr SUV,49900
Porsche,Macan,2016,340.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,4dr SUV,52600
Porsche,Macan,2016,400.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,4dr SUV,73900
Porsche,Macan,2017,360.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,4dr SUV,67200
Porsche,Macan,2017,340.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,4dr SUV,54400
Porsche,Macan,2017,400.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,4dr SUV,76000
Porsche,Macan,2017,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,4dr SUV,47500
Dodge,Magnum,2006,340.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,32855
Dodge,Magnum,2006,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,30855
Dodge,Magnum,2006,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,22680
Dodge,Magnum,2006,250.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,29100
Dodge,Magnum,2006,425.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,37320
Dodge,Magnum,2007,250.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,29860
Dodge,Magnum,2007,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23370
Dodge,Magnum,2007,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,31515
Dodge,Magnum,2007,340.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,33615
Dodge,Magnum,2007,425.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,37795
Dodge,Magnum,2008,425.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,38105
Dodge,Magnum,2008,340.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,33880
Dodge,Magnum,2008,250.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,27225
Dodge,Magnum,2008,250.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,29855
Dodge,Magnum,2008,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,31780
Dodge,Magnum,2008,178.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23420
Chevrolet,Malibu Classic,2008,219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20320
Chevrolet,Malibu Classic,2008,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17935
Chevrolet,Malibu Classic,2008,219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,19695
Chevrolet,Malibu Hybrid,2008,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23640
Chevrolet,Malibu Hybrid,2009,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25555
Chevrolet,Malibu Hybrid,2010,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25925
Chevrolet,Malibu Limited,2016,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23835
Chevrolet,Malibu Limited,2016,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,22565
Chevrolet,Malibu Limited,2016,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28420
Chevrolet,Malibu Limited,2016,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,22565
Chevrolet,Malibu Maxx,2005,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,24610
Chevrolet,Malibu Maxx,2005,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,21465
Chevrolet,Malibu Maxx,2005,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,20965
Chevrolet,Malibu Maxx,2006,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,23465
Chevrolet,Malibu Maxx,2006,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,20165
Chevrolet,Malibu Maxx,2006,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,23265
Chevrolet,Malibu Maxx,2006,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,19565
Chevrolet,Malibu Maxx,2007,217.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,20575
Chevrolet,Malibu Maxx,2007,217.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,19795
Chevrolet,Malibu Maxx,2007,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,23710
Chevrolet,Malibu Maxx,2007,217.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,23915
Chevrolet,Malibu,2015,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28195
Chevrolet,Malibu,2015,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25470
Chevrolet,Malibu,2015,259.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30355
Chevrolet,Malibu,2015,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,22340
Chevrolet,Malibu,2015,259.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27005
Chevrolet,Malibu,2015,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23610
Chevrolet,Malibu,2015,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,22340
Chevrolet,Malibu,2016,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21625
Chevrolet,Malibu,2016,250.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28620
Chevrolet,Malibu,2016,182.0,4.0,DIRECT_DRIVE,front wheel drive,4.0,Midsize,Sedan,27770
Chevrolet,Malibu,2016,250.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30920
Chevrolet,Malibu,2016,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23120
Chevrolet,Malibu,2016,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25020
Chevrolet,Malibu,2016,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23120
Chevrolet,Malibu,2017,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25125
Chevrolet,Malibu,2017,182.0,4.0,DIRECT_DRIVE,front wheel drive,4.0,Midsize,Sedan,27875
Chevrolet,Malibu,2017,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21680
Chevrolet,Malibu,2017,250.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30975
Chevrolet,Malibu,2017,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23225
Lincoln,Mark LT,2006,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38680
Lincoln,Mark LT,2006,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,42235
Lincoln,Mark LT,2007,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,41225
Lincoln,Mark LT,2007,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,41525
Lincoln,Mark LT,2007,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38425
Lincoln,Mark LT,2007,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38125
Lincoln,Mark LT,2008,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38915
Lincoln,Mark LT,2008,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,42015
Lincoln,Mark LT,2008,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,41715
Lincoln,Mark LT,2008,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38615
Lincoln,Mark VIII,1996,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VIII,1996,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VIII,1997,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2263
Lincoln,Mark VIII,1997,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2209
Lincoln,Mark VIII,1998,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2411
Lincoln,Mark VIII,1998,290.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2459
Lincoln,Mark VII,1990,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VII,1990,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VII,1991,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VII,1991,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VII,1992,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VII,1992,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Toyota,Matrix,2011,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19685
Toyota,Matrix,2011,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20755
Toyota,Matrix,2011,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19565
Toyota,Matrix,2011,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,21715
Toyota,Matrix,2011,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18845
Toyota,Matrix,2012,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,21715
Toyota,Matrix,2012,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18845
Toyota,Matrix,2012,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20755
Toyota,Matrix,2012,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19685
Toyota,Matrix,2012,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19565
Toyota,Matrix,2013,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20115
Toyota,Matrix,2013,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,22415
Toyota,Matrix,2013,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,20265
Toyota,Matrix,2013,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,21455
Toyota,Matrix,2013,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19275
Nissan,Maxima,2014,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34380
Nissan,Maxima,2014,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31290
Nissan,Maxima,2016,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36990
Nissan,Maxima,2016,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34490
Nissan,Maxima,2016,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32510
Nissan,Maxima,2016,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39960
Nissan,Maxima,2016,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37770
Nissan,Maxima,2017,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34590
Nissan,Maxima,2017,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37090
Nissan,Maxima,2017,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40040
Nissan,Maxima,2017,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32610
Nissan,Maxima,2017,300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37870
Mercedes-Benz,Maybach,2016,523.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,189350
Mercedes-Benz,Maybach,2017,523.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,191300
Mazda,Mazdaspeed 3,2011,263.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,23700
Mazda,Mazdaspeed 3,2012,263.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,24000
Mazda,Mazdaspeed 3,2013,263.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,24200
Mazda,Mazdaspeed 6,2006,274.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,27995
Mazda,Mazdaspeed 6,2006,274.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,29925
Mazda,Mazdaspeed 6,2007,274.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,29925
Mazda,Mazdaspeed 6,2007,274.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,27995
Mazda,Mazdaspeed MX-5 Miata,2004,178.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25730
Mazda,Mazdaspeed MX-5 Miata,2005,178.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25780
Mazda,Mazdaspeed MX-5 Miata,2005,178.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26580
Mazda,Mazdaspeed Protege,2003,170.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,20480
Mazda,Mazdaspeed Protege,2003,170.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,19980
BMW,M,2001,315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,44990
BMW,M,2001,315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,45990
BMW,M,2002,315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,44990
BMW,M,2006,330.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,49300
BMW,M,2006,330.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,51300
Acura,MDX,2015,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,44565
Acura,MDX,2015,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,48840
Acura,MDX,2015,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,50840
